,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
1387,movie,the next three days,paul haggis,"russell crowe, elizabeth banks, brian dennehy, lennie james, olivia wilde, ty simpkins, helen carey, liam neeson, daniel stern, kevin corrigan","united states, france",22-jan-21,2010,pg-13,133,"dramas, thrillers","when his wife becomes a murder suspect and is sent to prison, a professor plots a meticulous plan to take back her freedom and reunite his family."
1388,movie,the white tiger,ramin bahrani,"adarsh gourav, rajkummar rao, priyanka chopra jonas, mahesh manjrekar, vijay maurya","india, united states",22-jan-21,2021,r,127,dramas,the ambitious driver for a rich indian family uses his wit and cunning to escape from poverty and become an entrepreneur. based on the bestselling novel.
1389,movie,friendsgiving,nicol paone,"malin akerman, kat dennings, aisha tyler, jane seymour, jack donnelly, chelsea peretti, christine taylor, ryan hansen, deon cole, wanda sykes",united states,21-jan-21,2020,r,95,comedies,a quiet holiday dinner among friends turns into a chaotic night of illicit activity and compromising situations when uninvited guests crash the party.
1390,movie,the shadow of violence,nick rowland,"cosmo jarvis, barry keoghan, niamh algar, ned dennehy, kiljan tyr moroney, david wilmot, brid brennan, simone kirby, anthony welsh","united kingdom, ireland",21-jan-21,2020,r,101,dramas,"as he reconciles with his ex and their son, an enforcer for a crime family gets an order that tests his loyalty and endangers everyone he holds dear."
1391,movie,cut throat city,rza,"shameik moore, demetrius shipp jr., denzel whitaker, keean johnson, kat graham, t.i., terrence howard, rob morgan, eiza gonzález, ethan hawke, wesley snipes",united states,20-jan-21,2020,r,123,dramas,"bereft of opportunities in the aftermath of hurricane katrina, a young man and his close friends turn to a life of crime in the 9th ward of new orleans."
1392,tv show,daughter from another mother,unknown,"ludwika paleta, paulina goto, martín altomaro, liz gallardo, javier ponce, oka giner, zaide silvia gutiérrez, dalexa meneses, emilio beltrán ulrich, fernando memije, elena del río, christian chávez",mexico,20-jan-21,2021,tv-ma,360,"international tv shows, spanish-language tv shows, tv comedies","after realizing their babies were exchanged at birth, two women develop a plan to adjust to their new lives: creating a single —and peculiar— family."
1393,movie,sightless,cooper karl,"madelaine petsch, alexander koch, december ensminger, lee jones",united states,20-jan-21,2020,tv-14,89,thrillers,a former violinist grows suspicious of the new people in her life and their alarming behavior as she recovers from an assault that left her blind.
1394,tv show,spycraft,unknown,unknown,united states,20-jan-21,2021,tv-ma,360,"docuseries, science & nature tv","the spy game is a serious business, and throughout history, the tools and technologies developed for it have mattered as much as the spies themselves."
1395,tv show,hello ninja,unknown,"lukas engel, zoey siewert, sam vincent, mayumi yoshida",united states,19-jan-21,2021,tv-y,720,kids' tv,"bffs wesley and georgie and their silly cat sidekick pretzel transform into ninjas and enter a magic world, where they solve problems and save the day."
1396,movie,homefront,gary fleder,"jason statham, james franco, izabela vidovic, kate bosworth, marcus hester, clancy brown, winona ryder, omar benson miller, rachelle lefevre, frank grillo, chuck zito, pruitt taylor vince",united states,18-jan-21,2013,r,100,action & adventure,"when an ex-dea agent is widowed, he moves with his young daughter to a small town, but his quiet life is shattered by a meth-making drug trafficker."
1397,movie,a monster calls,j.a. bayona,"lewis macdougall, sigourney weaver, felicity jones, liam neeson, toby kebbell, ben moor, james melville, oliver steer, dominic boyle, geraldine chaplin, jennifer lim","united kingdom, spain, united states",16-jan-21,2016,pg-13,108,"dramas, sci-fi & fantasy","overwhelmed by his mother’s illness, a young boy begins to understand human complexity through the fantastic tales of a consoling tree monster."
1398,movie,death of me,darren lynn bousman,"maggie q, luke hemsworth, alex essoe, ingkarat jaraswongkosol, kelly b. jones, caledonia burr","united states, thailand",16-jan-21,2020,r,94,horror movies,"with no memory of the previous night, a vacationing couple uncovers a disturbing personal video that inexplicably shows one of them killing the other."
1399,movie,radium girls,"lydia dean pilcher, ginny mohler","joey king, abby quinn, cara seymour, scott shepherd, susan heyward, neal huff, collin kelly-sordelet, john bedford lloyd, joe grifasi, colby minifie",united states,16-jan-21,2018,tv-14,103,"dramas, independent movies","when the women at a radium factory begin to fall gravely and inexplicably ill, bessie and her co-workers set out to expose a corporate cover-up."
1400,tv show,bling empire,unknown,unknown,united states,15-jan-21,2021,tv-ma,360,reality tv,"follow la's wildly wealthy asian and asian american fun seekers as they go all out with fabulous parties, glamour and drama in this reality series."
1401,tv show,carmen sandiego,unknown,"gina rodriguez, finn wolfhard, abby trott, michael hawley, michael goldsmith, kari wahlgren, sharon muthu, liam o'brien, rafael petardi, charlet chung",united states,15-jan-21,2021,tv-y7,720,"kids' tv, tv thrillers","a master thief who uses her skills for good, carmen sandiego travels the world foiling v.i.l.e.'s evil plans – with help from her savvy sidekicks."
1402,tv show,disenchantment,unknown,"abbi jacobson, eric andré, nat faxon, john dimaggio, tress macneille, matt berry, david herman, maurice lamarche, lucy montgomery, billy west",united states,15-jan-21,2021,tv-14,540,"tv action & adventure, tv comedies, tv sci-fi & fantasy","princess duties call, but she'd rather be drinking. free-spirited bean exasperates the king as she wreaks havoc with her demon and elf pals."
1403,movie,double dad,cris d'amato,"maisa silva, eduardo moscovis, marcelo médici, laila zaid, pedro ottoni, rayana diniz, caio vegatti, fafá de belém, thaynara og, roberto bonfim",brazil,15-jan-21,2020,tv-g,105,"children & family movies, comedies, dramas","while her mom is away, a teen sneaks out of the hippie commune where she lives and embarks on a life-changing adventure to discover who her father is."
1404,tv show,henry danger,unknown,"jace norman, cooper barnes, riele downs, sean ryan fox, ella anderson, michael d. cohen",united states,15-jan-21,2016,tv-g,540,"kids' tv, tv comedies","a new part-time job forces henry hart to balance two lives, one as a typical teenager and the other as secret superhero sidekick kid danger."
1405,movie,outside the wire,mikael håfström,"anthony mackie, damson idris, emily beecham, michael kelly, pilou asbæk","hungary, united states",15-jan-21,2021,r,116,action & adventure,"in the near future, a drone pilot sent into a war zone finds himself paired with a top-secret android officer on a mission to stop a nuclear attack."
1406,movie,penguins of madagascar: the movie,"eric darnell, simon j. smith","tom mcgrath, christopher knights, chris miller, conrad vernon, john malkovich, benedict cumberbatch, ken jeong, annet mahendru, peter stormare",united states,15-jan-21,2014,pg,92,"children & family movies, comedies","elite penguin spies skipper, kowalski, rico and private join forces with the suave agents of the north wind to defeat power-mad genius octavius brine."
1407,movie,pinkfong & baby shark's space adventure,byeon hee-sun,"jo kyoung-i, kim seo-yeong, kim eun-ah, jeong jae-heon","united states, south korea",15-jan-21,2019,tv-y,65,children & family movies,"joined by new friends from other planets, pinkfong and baby shark explore outer space and search for missing star pieces to return home."
1408,tv show,the magicians,unknown,"jason ralph, arjun gupta, hale appleman, stella maeve, summer bishil, olivia taylor dudley, jade tailor, rick worthy, mackenzie astin, kacey rohl, charles mesure, keegan connor tracy, trevor einhorn","united states, canada",15-jan-21,2020,tv-ma,900,"tv dramas, tv sci-fi & fantasy","when grad student quentin coldwater enters a college specializing in magic, he learns that the mythic fantasy world he once read about is very real."
1409,movie,the vanished,peter facinelli,"thomas jane, anne heche, jason patric, john d. hickman, peter facinelli, alex haydon, aleksei archer, kristopher wente",united states,15-jan-21,2020,r,115,thrillers,"when their daughter disappears during a family vacation, two terrified parents launch their own investigation that soon exposes local secrets."
1410,movie,tribhanga - tedhi medhi crazy,renuka shahane,"kajol, tanvi azmi, mithila palkar, kunaal roy kapur, vaibhav tatwawaadi, kanwaljeet singh, manav gohil, shweta mehendale",india,15-jan-21,2021,tv-ma,96,"dramas, international movies","when her estranged mother falls into a coma, a self-made single mom grapples with regret and resentment while reflecting on their strained relationship."
1411,movie,what would sophia loren do?,ross kauffman,"nancy ""vincenza careri"" kulik, sophia loren",united states,15-jan-21,2021,tv-14,32,documentaries,"in this delightful short documentary, an italian american grandmother and film buff finds strength and joy in the life of her screen idol, sophia loren."
1412,movie,wish you,sung do-jun,"kang in-soo, lee sang, soo-bin",south korea,15-jan-21,2021,tv-pg,102,"dramas, international movies, lgbtq movies","singing and dreaming together, a talented singer-songwriter and a same-aged keyboardist add harmony and love to each other’s lives."
1413,movie,tanda tanya,hanung bramantyo,"reza rahadian, revalina s. temat, rio dewanto, agus kuncoro adi, endhita, hengky solaiman, edmay solaiman, dedi soetomo, m ibrahim",indonesia,14-jan-21,2011,tv-ma,102,"dramas, international movies","in a story of interconnected lives, three families of different religious faiths navigate conflicting beliefs, hardships and other struggles."
1414,movie,the heartbreak club,"charles gozali, bagus bramanti","bhisma mulia, denira wiraguna, didi kempot, sisca jkt48, erick estrada, asri welas, mo sidik, emil kusumo, dede satria, rezca syam",indonesia,14-jan-21,2020,tv-14,101,"comedies, dramas, international movies","coping with heartbreak, the shy owner of a floundering cafe finds solace in the javanese love songs of didi kempot."
1415,movie,an imperfect murder,james toback,"sienna miller, alec baldwin, charles grodin, colleen camp, john buffalo mailer, nick mathews, steven prescod, oliver ""power"" grant, james toback",united states,13-jan-21,2017,r,71,"dramas, thrillers","haunted by a nightmare involving her abusive ex-boyfriend, an actress begins to question her reality and whether the incident took place."
1416,tv show,night stalker: the hunt for a serial killer,tiller russell,unknown,united states,13-jan-21,2021,tv-ma,360,"crime tv shows, docuseries","beneath the sunlit glamour of 1985 la lurks a relentlessly evil serial killer. in this true-crime story, two detectives won't rest until they catch him."
1417,movie,al acecho,francisco d'eufemia,"rodrigo de la serna, belen blanco, walter jakob, facundo aquinos, patricia calisaya",argentina,12-jan-21,2019,tv-ma,81,"international movies, thrillers","looking for a fresh start, a park ranger gets a new assignment. when he discovers a network of poachers, survival depends on his lethal instincts."
